,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,mzXML,X3.15V,X3.30V,X3.45V,RSD
1,51.99698421,51.99609041,51.99787801,1746.785,1745.48,1748.09,2,2,2417.914337,3026.366,2014.258235,0.204931086
2,51.99507039,51.99506341,51.99507737,1180.485,1175.41,1185.56,2,1,3461.588748,3602.612432,2943.428571,0.104052811
3,51.99798197,51.99798197,51.99798197,1023.12,1023.12,1023.12,1,1,4204.114108,5097.436,3895.709767,0.141878807
4,51.99590261,51.99590261,51.99590261,672.465,672.465,672.465,1,1,2785.078361,3255.681829,2967.315938,0.079025026
5,51.99801415,51.99801415,51.99801415,1047.57,1047.57,1047.57,1,1,2222.994375,2700.7936,2726.347852,0.111183296
6,51.99706093,51.99706093,51.99706093,653.451,653.451,653.451,1,1,3477.358932,3852.625294,3877.158462,0.059982707
7,52.00024088,52.00024088,52.00024088,868.12,868.12,868.12,1,1,1465.631749,1646.389818,904.04,0.289174115
8,51.99698365,51.99698365,51.99698365,1097.65,1097.65,1097.65,1,1,2732.224186,2978.33625,2790.472412,0.045389367
9,51.9970246,51.9970246,51.9970246,847.164,847.164,847.164,1,1,3925.855103,4091.335,3156.0588,0.134012357
10,51.99703328,51.99703328,51.99703328,1123.65,1123.65,1123.65,1,1,6638.397485,4554.16,6813.035224,0.209399219
13,53.00267616,53.00174264,53.00380579,1152.54,1151.2,1153.67,7,3,5197.167407,8322.279259,5030.321071,0.29989476
14,53.00236317,53.00168606,53.00375197,1132.225,1131.24,1132.76,6,3,3173.1064,3480.557692,2753.189286,0.116446096
16,53.00343606,53.00181888,53.00497653,1265.22,1262.62,1266.92,6,3,14154.94286,29991.59667,22904.06379,0.354933785
17,53.00271989,53.00176844,53.00378515,483.347,476.853,490.487,8,3,6568.693333,3509.381647,3559.895459,0.385371363
18,53.00373406,53.00269232,53.00475647,762.105,761.849,764.464,5,3,16250.70109,13092.27859,16897.24055,0.132091749
19,53.00275064,53.0017823,53.00382643,379.558,379.519,383.913,5,3,4032.448645,6962.440147,4019.568188,0.338745894
21,53.00278865,53.00191523,53.00281141,712.048,712.028,712.723,4,3,5796.184,6249.118394,9512.087484,0.282128187
25,53.00482109,53.00479959,53.0048737,1746.41,1744.45,1748.92,3,3,10347.53548,11058.64667,11403.52909,0.049236376
34,53.00799907,53.00270682,53.01306247,1786.29,1781.4,1799.8,9,3,2063.1996,2732.841026,2365.789041,0.140468616
37,53.01300734,53.00374548,53.01505239,1031.23,1012.29,1040.62,9,3,80971.8231,64971.01586,50299.72195,0.234518733
40,53.01449269,53.01298555,53.01503615,698.786,689.674,701.224,4,3,74641.93035,66930.11397,39972.33979,0.300808448
41,53.01453996,53.01395586,53.01501122,1338.535,1331.98,1343.33,4,3,59221.25868,80698.184,119175.4698,0.351718545
44,53.01502301,53.01398101,53.01502849,734.677,731.162,736.209,3,3,82759.24688,122169.6755,78024.38111,0.25696498
45,53.0150511,53.01400222,53.01505548,462.823,460.733,466.503,3,3,65643.71944,55347.8625,89985.43702,0.252924697
46,53.01351793,53.0027711,53.01499168,781.307,774.054,788.348,4,3,73080.63121,72480.58388,47556.96988,0.22627539
48,53.01086848,53.00776886,53.01396811,1104.015,1102.66,1105.37,2,2,26667.8376,60550.07583,50637.18415,0.379100231
51,53.01505267,53.01505267,53.01505267,844.69,844.69,844.69,1,1,94988.28273,51845.85756,52110.21847,0.374461407
52,53.01403232,53.01403232,53.01403232,856.976,856.976,856.976,1,1,111383.3281,175823.5075,111737.0516,0.27900815
54,53.01660181,53.01190145,53.02011081,1164.5,1161.78,1165.8,8,3,26241.7275,43413.73548,40880.82,0.25159139
56,53.01657359,53.01303448,53.0191423,799.257,793.003,806.548,8,3,53912.2928,73241.09,44076.64097,0.259957242
60,53.0165707,53.01401145,53.01916714,670.548,667.73,674.18,6,3,32798.18262,64669.43121,67300.10512,0.349680985
61,53.01704619,53.01500324,53.01915795,634.097,620.344,635.013,7,3,60352.12587,65245.30092,76267.86271,0.121153151
62,53.01813678,53.01506639,53.01919793,871.306,863.337,872.98,6,3,23465.47858,50660.2444,55331.91696,0.398789111
69,53.01808945,53.01612062,53.01903127,5.1005,3.684,11.489,4,2,7876.110833,14533.04571,8714.43769,0.349479893
71,53.01910453,53.01604599,53.01913498,325.364,314.722,325.775,5,2,35105.80526,29215.59133,25463.04495,0.162412684
72,53.00794188,53.00683851,53.02339906,1768.64,1766.82,1769.39,3,3,1662.426316,1425.1475,1604.755862,0.079119303
75,53.01609862,53.01304025,53.01915698,342.0135,341.756,342.271,2,2,23372.70433,30184.77856,33490.22665,0.177800672
76,53.01924065,53.01512247,53.02439749,1745.48,1743.21,1746.27,19,3,6976.230303,4294.551563,7277.045333,0.265585111
78,53.01712895,53.01506909,53.02021138,1140.465,1138.66,1141.62,8,3,69924.13043,38229.95,37727.95714,0.379318755
79,53.01911856,53.01612828,53.02019516,1237.42,1223.08,1249.79,13,3,118175.1554,61857.09474,105335.162,0.310287776
81,53.01905212,53.01597527,53.02416098,531.409,519.2,547.918,11,2,33535.08088,38672.17897,35975.50616,0.071257579
83,53.01705546,53.01509971,53.02380416,369.729,367.939,381.358,7,3,55092.65677,38525.78625,58331.30279,0.20975236
84,53.0191253,53.01606545,53.01916259,460.938,453.499,466.899,7,2,36747.69943,16631.32333,27008.83101,0.37542528
86,53.01807289,53.01606667,53.01914799,896.626,883.947,908.136,9,3,169748.8707,167659.3824,100871.9705,0.268162999
93,53.01808004,53.01602424,53.0191371,88.126,87.226,90.356,4,2,23310.01097,45212.2116,35402.78847,0.316697184
94,53.01910502,53.01707286,53.01912831,175.921,174.361,179.701,4,2,25589.77761,52174.14684,42178.26277,0.335855153
96,53.01807644,53.01601457,53.0191498,701.274,693.479,703.008,4,2,44468.23853,82268.68187,52981.95871,0.33099563
97,53.01708202,53.01604471,53.01913485,723.597,722.707,724.497,3,1,32653.836,31480.39857,33191.56128,0.026972534
100,53.01657317,53.01606355,53.0170828,1021.58,1021.13,1022.03,2,1,39853.94693,78126.95478,46895.60272,0.370654742
102,53.01911418,53.0190923,53.01913606,953.938,951.363,956.513,2,2,38030.748,58287.64917,51513.66547,0.209263482
104,53.01912095,53.01910901,53.01916584,284.944,276.282,291.824,3,2,32115.62477,22995.98162,29181.38773,0.165686617
105,53.01911088,53.01910696,53.0191148,160.257,156.832,163.682,2,2,18088.2988,14239.06444,15075.94379,0.128123069
106,54.00199541,53.99935933,54.00459871,1746.25,1742.65,1748.92,10,3,4302.785641,2989.986486,3302.008333,0.19420457
107,53.99945866,53.99834645,54.00047948,1132.72,1132.12,1132.76,5,3,6513.331034,6588.195161,4963.5,0.152311588
109,53.99985688,53.99929159,54.00339388,762.0635,760.96,765.745,4,3,9801.517875,7801.323478,6905.243673,0.181507214
128,54.01064193,53.99833069,54.01488693,532.709,519.407,554.839,25,3,233140.4085,306212.1367,210655.1804,0.199839177
129,54.01127088,54.0086429,54.01488666,848.319,839.411,852.999,16,3,155723.2631,145376.1611,264294.632,0.349530373
131,54.01072236,54.0034197,54.01487369,733.405,723.367,744.696,21,3,272252.5605,339270.8522,474414.5793,0.284481272
133,54.01176036,54.0086328,54.0148885,1038.8,1031.23,1049.9,17,3,65945.23,99535.74238,62986.04783,0.26658187
134,54.01077094,54.00763314,54.01487256,996.33,990.681,1002.52,13,3,95496.77511,116048.0915,163119.3197,0.277585739
135,54.01174546,54.00868274,54.01490439,799.257,793.417,810.322,14,3,163737.431,237746.484,196228.021,0.186190947
140,54.01070679,54.00129246,54.01382572,59.148,52.769,70.668,12,3,104300.8957,121334.9192,136485.2946,0.133392255
144,54.01125963,53.99755051,54.01492956,829.615,816.571,833.608,12,3,174320.915,170024.1874,115004.9995,0.216015278
145,54.01072197,54.00463794,54.01487558,570.097,565.517,575.761,11,3,149004.228,259729.2193,262606.957,0.289452941
146,54.01077848,53.99929593,54.01377976,133.094,129.079,145.943,11,3,245685.7776,145367.104,192396.2544,0.258078449
147,54.01123158,54.00966692,54.01485578,749.5155,745.286,751.11,8,3,105884.2026,187661.0956,140705.2362,0.283510731
149,54.01124986,54.00866793,54.01382028,213.439,208.024,217.763,10,3,248419.7574,250035.2504,340618.4494,0.188675147
151,54.01121844,54.0086257,54.0148447,1022.115,1019.54,1023.82,8,3,150580.9262,177506.488,143272.6077,0.114749242
153,54.01226702,54.00871164,54.01492006,350.0455,338.176,358.92,12,3,292693.3305,138544.7858,245256.4212,0.350117401
154,54.00970679,53.99836486,54.01386184,1161.805,1153.67,1162.68,8,3,93653.25185,78533.29333,73498.94261,0.128082194
156,54.01170701,53.99946476,54.01492385,1277.2,1265.37,1281.68,9,3,83513.13176,124774.4508,99282.80419,0.203082052
157,54.01181296,54.00868825,54.01492039,1206.635,1203.81,1210.55,8,2,84377.2787,93370.48194,104882.0462,0.109098116
159,54.01169931,54.00860341,54.01584236,1140.73,1136.07,1142.03,13,3,77419.28348,113431.1475,107721.824,0.194475475
160,54.0117568,54.00863289,54.01483238,631.439,620.344,637.763,18,3,178960.7936,236594.578,257938.2162,0.181982563
161,54.01227949,54.00872648,54.01596784,369.724,366.979,370.619,12,3,109910.9817,143274.0969,90339.42933,0.233739619
163,54.01127849,54.00866964,54.01385284,322.6185,313.673,332.122,14,3,188622.2305,225949.653,272944.7168,0.184374497
165,54.01274798,54.00865748,54.02209518,700.449,688.794,710.288,13,3,165043.6473,230709.6938,240385.4281,0.193316014
167,54.0117414,54.00858221,54.01483687,943.973,933.039,962.567,19,3,259958.9938,108735.8748,219763.8007,0.399319167
168,54.01181606,54.00868887,54.02094074,402.1665,388.578,417.044,18,3,353413.7324,252892.3253,428225.6639,0.255130682
169,54.01069306,54.00758823,54.01594958,257.683,236.887,263.886,15,3,153610.7051,203426.8382,258168.525,0.255027926
171,54.01275214,54.00960523,54.01485504,1102.66,1094.57,1105.37,9,3,152312.7491,90643.4781,77982.4,0.37172365
172,54.01069084,54.0086206,54.01587597,1057.55,1052.44,1064.04,9,3,180563.6387,197368.5132,114376.04,0.26737295
173,54.01122846,54.00869643,54.0158284,1309.245,1301.38,1317.77,8,3,37985.88257,74094.79714,44591.17419,0.368154628
174,54.01702979,54.01588237,54.02115194,1794.18,1781.99,1799.13,18,3,2358.066667,5140.756923,5442.794118,0.394192622
179,54.01690262,54.01586542,54.01793981,598.1735,597.272,599.075,2,1,62625.89313,106097.1078,104197.2969,0.270057523
181,54.01588954,54.01586973,54.01590934,731.257,729.507,733.007,2,1,82496.8872,64299.96838,64440.49866,0.148633715
186,54.01690668,54.0158634,54.01794997,181.561,176.651,186.471,2,1,118719.9051,220273.5087,215018.2508,0.309607287
187,54.0158785,54.0158785,54.0158785,519.61,519.61,519.61,1,1,60385.5784,110346.8792,105225.5341,0.298809652
188,54.01589278,54.01589278,54.01589278,58.288,58.288,58.288,1,1,47504.32962,79446.6015,86320.5352,0.291365998
190,54.01590563,54.01590563,54.01590563,436.775,436.775,436.775,1,1,59143.97467,112770.8125,117095.5054,0.335099498
191,54.01588592,54.01588592,54.01588592,1032.73,1032.73,1032.73,1,1,78234.27451,148312.08,157563.5017,0.33878933
192,54.0158583,54.0158583,54.0158583,135.223,135.223,135.223,1,1,84196.5952,137333.4086,126673.6404,0.242196548
193,54.01585556,54.01585556,54.01585556,1274.69,1274.69,1274.69,1,1,46494.371,67763.59655,65900.4167,0.196141363
194,54.01591437,54.01591437,54.01591437,493.971,493.971,493.971,1,1,60099.79668,112032.4755,112833.5174,0.318114411
195,54.01586026,54.01586026,54.01586026,1237.16,1237.16,1237.16,1,1,111533.7698,195307.9532,197601.7662,0.291663751
196,54.01582187,54.01582187,54.01582187,1112.04,1112.04,1112.04,1,1,47260.62714,71605.7736,74536.53308,0.232265209
197,54.0158804,54.0158804,54.0158804,995.17,995.17,995.17,1,1,67993.96939,116160.9543,124365.8561,0.296142247
198,54.01593139,54.01593139,54.01593139,346.65,346.65,346.65,1,1,61209.88361,106382.8464,97616.89693,0.270968695
199,54.01591351,54.01591351,54.01591351,291.824,291.824,291.824,1,1,80661.24672,158156.3757,159933.5931,0.340540119
200,54.01589267,54.01589267,54.01589267,217.918,217.918,217.918,1,1,81192.56242,155804.6817,168504.0703,0.3489949
201,54.01585294,54.01585294,54.01585294,1167.45,1167.45,1167.45,1,1,50664.62767,78617.95161,76433.01911,0.226719148
202,55.01412392,55.01367065,55.01457719,1099.755,1099.66,1099.85,2,1,2041.0744,2427.510263,2477.004046,0.103093996
203,55.0135888,55.0135888,55.0135888,528.73,528.73,528.73,1,1,1264.788788,1556.82973,1345.347309,0.108591501
204,55.05427192,55.05427192,55.05427192,22.908,22.908,22.908,1,1,1220.277217,1049.046588,1375.761831,0.134499596
205,55.05447173,55.05447173,55.05447173,1082.23,1082.23,1082.23,1,1,6748.406193,6773.880435,5410.786182,0.123550958
206,55.05439992,55.05439992,55.05439992,791.243,791.243,791.243,1,1,2347.115125,3410.141211,3391.154383,0.199487584
207,55.05435281,55.05435281,55.05435281,465.643,465.643,465.643,1,1,3514.954285,2497.262765,3529.205298,0.186048139
208,55.05457722,55.05457722,55.05457722,534.609,534.609,534.609,1,1,1453.957207,2115.609212,2279.381671,0.224154247
210,55.05908423,55.05857068,55.05959778,632.377,631.507,633.247,2,1,3530.761105,3382.226667,2746.572312,0.129368474
212,55.05650016,55.05437027,55.05863005,1182.13,1178.07,1186.19,2,2,1585.15,2199.453333,1405.333333,0.240696051
213,55.05848022,55.05848022,55.05848022,1096.87,1096.87,1096.87,1,1,4769.445455,6561.643529,6628.301737,0.176146641
214,55.05750679,55.05750679,55.05750679,737.028,737.028,737.028,1,1,2996.972961,2737.877571,3136.78656,0.068444518
215,55.05859652,55.05859652,55.05859652,445.674,445.674,445.674,1,1,2159.092861,2447.751226,2253.948486,0.064334469
216,55.05870527,55.05870527,55.05870527,363.444,363.444,363.444,1,1,5602.424494,5366.305103,4113.867871,0.159126939
217,55.06052629,55.06052629,55.06052629,94.426,94.426,94.426,1,1,4324.453297,7900.03125,7247.954626,0.29337493
218,55.05963297,55.05963297,55.05963297,504.301,504.301,504.301,1,1,1322.998519,2166.979263,2296.728572,0.27410571
219,55.05860473,55.05860473,55.05860473,586.815,586.815,586.815,1,1,4306.353821,2593.782026,4093.285575,0.254701297
220,55.05646582,55.05646582,55.05646582,1038.7,1038.7,1038.7,1,1,2710.334432,2846.625217,3042.004643,0.05816167
221,55.05954234,55.05948056,55.0596288,29.3815,26.206,32.355,4,2,3299.599412,1815.48973,4216.22896,0.389493633
222,55.059631,55.059631,55.059631,528.73,528.73,528.73,1,1,1324.774848,2776.015895,2906.875404,0.375913196
223,55.93395896,55.93381539,55.93503685,1788.42,1777.5,1798.8,26,3,5018.295526,5323.32,2827.066364,0.310219498
224,55.93393291,55.93387457,55.93498041,1771.505,1765.28,1775.01,12,3,8656.911562,5872.87027,7192.661667,0.192332664
225,55.93395696,55.93375861,55.93500918,1753.58,1750.19,1756.51,7,3,21391.22526,22525.98723,20448.45,0.048484518
226,55.9348524,55.9348524,55.9348524,272.095,272.095,272.095,1,1,3671.956469,3361.64,4209.623861,0.114480031
227,55.93490083,55.93490083,55.93490083,651.999,651.999,651.999,1,1,3586.440104,3898.814618,3537.491926,0.053347921
228,55.9340769,55.9340769,55.9340769,483.507,483.507,483.507,1,1,4432.350952,4499.247462,4066.671786,0.053742045
229,55.93484647,55.93484647,55.93484647,452.212,452.212,452.212,1,1,2510.179412,2485.917143,2688.651021,0.043219839
230,55.93911555,55.93903875,55.9391463,27.7375,24.005,32.737,4,2,1504.784844,2954.545344,2354.567805,0.320723194
231,55.93483217,55.9347447,55.93807389,531.409,529.77,536.298,3,2,1326.969,1519.658594,1772.593702,0.145147876
232,55.93857076,55.93804419,55.93909732,325.975,325.975,325.975,2,1,5258.426649,5116.030884,5296.49201,0.018210305
236,55.93753679,55.93595044,55.93912314,652.5085,652.402,652.615,2,1,3586.440104,3049.04576,3537.491926,0.087627516
237,56.05099,56.04885367,56.05418746,49.179,48.279,50.814,15,3,7649.336512,7739.796316,14247.13127,0.382983035
238,56.05013627,56.05013627,56.05013627,1024.71,1024.71,1024.71,1,1,1977.155386,2011.877037,1801.643248,0.058387203
239,56.05092811,56.05092811,56.05092811,176.651,176.651,176.651,1,1,2685.124253,3630.318,3670.000491,0.167498748
240,56.05521382,56.05512977,56.05733614,50.509,49.179,64.063,7,3,5662.344722,5688.895385,5587.404286,0.009321835
243,56.94852215,56.94591433,56.9500663,1744.83,1742.65,1747.35,8,3,6054.4,6438.263077,3670.4404,0.278323769
244,56.94591215,56.94582222,56.94592067,1777.5,1767.74,1779.73,3,3,882.1584848,1241.670645,1688.522069,0.317889929
245,56.96598546,56.96498601,56.96704752,39.874,39.149,40.73,3,3,1431.658179,1058.001,1244.75975,0.150086477
246,57.04478504,57.04397721,57.04495443,46.734,46.294,47.204,4,3,3141.961667,2372.194169,1745.101923,0.28913833
248,57.07244239,57.06820748,57.07476976,918.97,918.085,918.975,15,3,13406.28643,7226.322683,9980.68225,0.303402684
249,57.07251183,57.07251183,57.07251183,1152.69,1152.69,1152.69,1,1,4624.098776,4563.150698,5257.674137,0.079875463
250,57.07255422,57.07255422,57.07255422,1615.81,1615.81,1615.81,1,1,4239.314723,3399.620972,4025.768335,0.112239875
251,57.07693601,57.07563404,57.07786262,918.97,918.09,919.855,5,3,9919.415893,13422.20959,10481.56027,0.166854022
252,57.93481971,57.9348084,57.93483102,1743.405,1743.21,1743.6,2,2,3421.675556,3382.510345,2963.957586,0.077920977
254,57.93577709,57.93577709,57.93577709,978.956,978.956,978.956,1,1,2341.170227,2504.839214,2798.07329,0.090851859
255,57.93552691,57.93552691,57.93552691,1178.07,1178.07,1178.07,1,1,1134.583333,1256.990476,1301.454362,0.070199408
256,57.93691206,57.93575917,57.94002034,1743.55,1743.21,1743.6,7,3,2744.637188,4349.571429,3590.156087,0.22542809
259,59.06951088,59.06951088,59.06951088,48.279,48.279,48.279,1,1,2110.842516,1737.751,2435.561239,0.166697571
260,59.93300515,59.93250571,59.93350458,1742.73,1742.25,1743.21,2,1,1411.41,1606.288148,2118.623566,0.213356349
261,59.99242575,59.98914007,59.99460202,52.6815,50.989,53.464,8,3,2986.432387,3756.674743,3444.974824,0.114088319
263,60.04347993,60.04326698,60.04359066,1716.53,1710.99,1725.31,8,1,9021.595642,8564.28,11053.52591,0.138797918
264,60.04343142,60.04326226,60.04378814,1378.43,1378.43,1384.64,5,2,35407.96731,48614.81455,69592.32,0.336661189
265,60.04343463,60.04326381,60.04363551,1442.21,1439.73,1452.69,7,1,8340.540473,6594.9,10971.92,0.255147101
266,60.04343308,60.04332221,60.04493002,1746.41,1746.41,1747.18,4,2,36806.67007,44022.53333,45272.1977,0.108715998
268,60.04348841,60.04327652,60.04497616,1666.745,1662.29,1668.85,4,2,10066.86028,14689.63889,13732.57286,0.190188927
270,60.04339742,60.04329451,60.0434271,1561.37,1561.37,1561.59,3,1,10551.58457,10280.25385,10807.58095,0.025003687
272,60.04349417,60.04325558,60.04501073,1283.99,1277.68,1283.99,4,2,25412.40877,44233.342,22619.03615,0.382244781
273,60.0434248,60.04328647,60.04356695,1489.12,1489.12,1489.12,3,1,32267.65921,28780.40704,28997.64595,0.065089484
274,60.04335915,60.04326913,60.04367797,1504.78,1504.78,1504.78,3,1,9389.35022,8419.58875,7745.975,0.096982087
275,60.04346426,60.04327153,60.04354593,1323.3,1322.25,1323.3,3,1,26695.56687,23689.53655,28534.01852,0.092965249
276,60.04339332,60.04330148,60.04342646,1472.42,1470.36,1472.42,3,1,6995.144196,5613.460714,6889.74,0.118332441
277,60.04341931,60.0432875,60.04350714,1303.85,1303.85,1306.59,3,1,27180.89692,24449.61059,21123.5752,0.125086726
279,60.04331978,60.04330228,60.04346929,1525.45,1521.56,1525.45,3,1,7555.3933,7143.148421,8036.831818,0.059020968
280,60.04338641,60.04329005,60.04346846,1620.9,1620.05,1628.12,3,1,11744.74512,11245.4888,13631.29714,0.103081437
282,60.04360163,60.04352305,60.04368022,1238.125,1235.26,1240.99,2,1,22363.73363,21377.45259,21369.27778,0.026346185
283,60.04349861,60.04349861,60.04349861,1203.81,1203.81,1203.81,1,1,29682.41986,28320.60649,27718.9507,0.035205451
286,60.0433564,60.04328004,60.05174031,1786.85,1770.3,1799.8,22,3,993.84,712.6868966,1440.124706,0.349733098
289,60.04348874,60.04329834,60.0435083,1591.72,1589.93,1592.61,4,1,24625.3267,22398.06312,26923.70444,0.091805383
291,60.04649167,60.04594496,60.04703838,907.246,907.246,907.246,2,1,20798.38569,35357.89732,18001.60329,0.376985619
293,60.05171892,60.05171892,60.05171892,544.343,544.343,544.343,1,1,2834.352722,2803.113344,2915.573871,0.020361851
295,60.05148622,60.05148622,60.05148622,354.897,354.897,354.897,1,1,4687.06207,5029.929081,4048.008068,0.108612442
296,60.04590943,60.04590943,60.04590943,49.179,49.179,49.179,1,1,15294.04926,22046.18667,13904.09023,0.254978501
297,60.04920198,60.04599315,60.05241082,1749.01,1749.01,1749.01,2,1,7082.217844,5026.884146,7245.805501,0.191669103
298,60.04604975,60.04604975,60.04604975,1396.18,1396.18,1396.18,1,1,30679.15339,53639.36857,29381.51667,0.360055681
300,60.08089911,60.07977652,60.08318885,46.459,45.549,47.204,9,3,3191.908759,4857.516,5522.750512,0.265396002
301,60.08265183,60.08113031,60.08323346,1729.565,1728.98,1734.56,4,3,2670.822,3808.788462,5176.716393,0.322924514
303,60.08107165,60.08107165,60.08107165,1705.18,1705.18,1705.18,1,1,5008.33859,2244.790625,4159.272766,0.372118576
304,60.08099524,60.08099524,60.08099524,1586.58,1586.58,1586.58,1,1,4921.090712,4977.324412,2418.764412,0.355898662
305,60.08696172,60.08523299,60.08860769,46.119,44.639,47.009,8,3,3230.578875,6368.601977,4489.264,0.336277298
306,60.98792357,60.98625894,60.98949902,27.9955,25.787,34.599,6,3,1521.700678,1675.12069,742.6419643,0.380760842
307,60.98857056,60.98629069,60.99086464,1787.24,1780.25,1793.97,7,3,1449.869286,933.4730769,1182.138667,0.217297541
308,60.9897101,60.98636093,60.99184969,1772.33,1759.34,1774.54,5,3,2029.586538,1166.479412,1798.484651,0.268373746
309,60.9884513,60.9884513,60.9884513,109.266,109.266,109.266,1,1,2752.084429,2478.816,2836.922051,0.06958502
311,61.03261797,61.02814963,61.03274166,1786.29,1786.23,1791.71,3,3,1591.881765,1592.919355,1531.457879,0.022383693
313,61.03035247,61.03035247,61.03035247,108.49,108.49,108.49,1,1,4371.207579,3854.932,3649.866465,0.093892938
314,62.92931235,62.92929381,62.93155224,1740.79,1740.32,1740.83,3,3,2475.172609,2084.575862,1891.924364,0.13818262
315,64.00111854,64.00111854,64.00111854,54.549,54.549,54.549,1,1,1527.353808,1000.157469,1966.48319,0.322985202
316,65.96702663,65.96702663,65.96702663,39.874,39.874,39.874,1,1,1216.753159,1237.266333,1329.024036,0.04740973
317,67.02285094,67.02171408,67.0239878,39.4995,39.149,39.85,2,2,902.8838889,1220.146,1237.726538,0.168222442
318,67.02511813,67.02511813,67.02511813,38.25,38.25,38.25,1,1,968.9048449,870.87456,1112.121156,0.123303478
319,67.99177446,67.98830446,67.99413198,1746.07,1744.54,1747.18,13,3,5620.44587,4989.285714,7362.634074,0.205190378
320,67.98936919,67.98922544,67.99045965,28.8635,28.24,32.139,4,2,890.4606305,1362.362909,712.9524286,0.33951559
321,67.99285453,67.99169544,67.99400242,325.975,325.563,325.975,3,1,6068.984108,5323.373023,5592.272905,0.06669583
322,67.98817317,67.98817317,67.98817317,442.788,442.788,442.788,1,1,3149.620712,2343.78,3292.887242,0.174698058
323,67.98822835,67.98822835,67.98822835,428.935,428.935,428.935,1,1,4336.851841,4079.3895,2995.627345,0.187113434
324,67.98942013,67.98942013,67.98942013,554.458,554.458,554.458,1,1,7274.926826,6657.794,5714.012638,0.12004024
325,67.99397052,67.99397052,67.99397052,700.608,700.608,700.608,1,1,12824.8347,8756.529057,14247.01817,0.238598908
326,67.99188234,67.99188234,67.99188234,224.153,224.153,224.153,1,1,4233.220093,4633.927226,3914.857818,0.084568812
327,67.99402014,67.99402014,67.99402014,586.208,586.208,586.208,1,1,8710.667733,8160.60014,4529.55594,0.318476206
328,67.99283432,67.99283432,67.99283432,276.33,276.33,276.33,1,1,4467.881195,4402.330161,4043.762121,0.053037239
333,67.99948955,67.99525851,68.00232232,1744.54,1743.55,1746.41,12,3,3478.826316,4293.392813,3707.7176,0.109783934
334,68.01393357,68.01279041,68.01496806,1794.5,1786.23,1795.05,4,3,1548.343846,807.8603448,1581.2625,0.333207379
338,68.01279003,68.01279003,68.01279003,1323.09,1323.09,1323.09,1,1,5332.912314,5327.375172,2807.4125,0.324443415
342,68.01148394,68.01148394,68.01148394,344.473,344.473,344.473,1,1,5596.577729,6938.845537,6596.40709,0.109364613
343,68.01384484,68.01384484,68.01384484,576.412,576.412,576.412,1,1,2636.649086,6136.567273,5897.489077,0.39984176
345,68.0013736,68.0013736,68.0013736,483.507,483.507,483.507,1,1,7801.268943,8076.158971,3962.897405,0.347708513
348,68.01262065,68.01262065,68.01262065,28.863,28.863,28.863,1,1,681.6921043,679.6421053,696.2732308,0.013221641
349,68.01256548,68.01256548,68.01256548,452.597,452.597,452.597,1,1,2692.136089,4366.074,5047.287369,0.300345658
350,68.01166051,68.01166051,68.01166051,320.072,320.072,320.072,1,1,3179.169,4819.5,4345.441701,0.205156281
351,68.01138499,68.01138499,68.01138499,134.184,134.184,134.184,1,1,3874.715929,3117.511414,2840.384394,0.163358199
353,68.01373322,68.01373322,68.01373322,693.479,693.479,693.479,1,1,18733.65662,10998.69417,21891.93092,0.325693586
355,68.01571475,68.01513483,68.01629468,1786.425,1786.23,1786.62,2,1,2596.891546,3084.130769,2233.061842,0.161872089
356,68.04984383,68.04979772,68.04988994,47.2815,45.549,49.014,2,2,3730.347876,1801.015806,2364.289806,0.376958701
357,68.05104271,68.05104271,68.05104271,177.876,177.876,177.876,1,1,807.6608833,769.4682353,1457.829333,0.382415572
358,68.95396695,68.95101791,68.95462545,40.73,39.149,40.785,6,3,1212.694634,1992.170118,1723.028324,0.241020772
360,68.9921877,68.99185196,68.9945563,1744.305,1743.55,1747.02,8,3,13567.19,12313.02958,13334.53152,0.051037999
361,68.99442042,68.99328055,68.99556028,37.596,36.238,38.954,2,2,3666.993625,2189.645238,1741.910444,0.397728634
362,68.99629615,68.99569921,68.9968931,1775.59,1773.09,1778.09,2,2,2024.360694,1157.787143,2024.532615,0.288302373
365,68.99559643,68.99559643,68.99559643,485.932,485.932,485.932,1,1,3280.692057,2034.285259,3228.906992,0.247594569
366,68.99672366,68.99672366,68.99672366,1125.54,1125.54,1125.54,1,1,3364.668589,3749.4996,2814.820741,0.141936191
367,68.99797496,68.99797496,68.99797496,1184.22,1184.22,1184.22,1,1,3231.2673,3313.923462,1500.223846,0.381874696
368,68.99924362,68.99567806,69.00162303,1744.45,1743.21,1745.12,11,3,10467.73,6578.106667,5993.492857,0.316684792
371,69.04329396,69.04316499,69.04493459,1737.18,1736.34,1737.23,38,2,26661.75113,15252.3,27966.03088,0.300267185
372,69.04332401,69.04310738,69.04426768,1637.18,1620.9,1646.56,38,3,19793.5925,18124.88344,20732.12,0.067546604
373,69.04325338,69.04315087,69.04368813,1686.555,1685.64,1695.87,28,2,15576.75641,17039.13,19430.87639,0.11214795
376,69.04330808,69.04312582,69.04378218,1606.11,1590.28,1606.11,15,2,16151.945,16115.68462,12266.3625,0.150420934
377,69.04331168,69.04311103,69.04496311,1496.64,1490.89,1497.53,11,2,13246.54878,13437.21931,15497.64659,0.088779096
378,69.04320569,69.04315371,69.04322612,1514.43,1514.43,1514.71,5,2,17448.30784,14501.00194,12923.41277,0.153550269
